,QUD,context,item,number,quantifier,response,slide_number,trial_type,language,enjoyment,age,gender,education,comments,describe,school,classes,college,lived,years,family,level,Browser,OS,screenH,screenW,time_in_minutes,participant_id,assess
0,none,with,leones,four,numeral,1.0,3,one_slider,Español,2,25,Male,3,"Me hubiera gustado mayor número de casos. Creo que hice correctamente el HIT, pero lo vi tan claro que al preguntarme me hizo dudar.",SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,5.3482,120,Yes
0,none,without,dinosaurios,four,numeral,0.97,3,one_slider,Castellano,1,42,Female,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1600,3.5998833333333335,121,Yes
0,none,without,mariposas,two,every,0.04,3,one_slider,español,1,25,Female,2,,SpanSpan,most,yes,onesem,both8,mostlive,span,native,Chrome,Windows,768,1366,2.2030166666666666,122,Yes
0,none,without,ranas,two,numeral,0.02,3,one_slider,,-1,,,-1,,,,,,,,,,Chrome,Windows,900,1600,0.9899666666666667,123,
0,none,with,mariposas,two,every,0.29,3,one_slider,,2,,,-1,"Es interesante, creo que se le pueden encontrar distintos significados depende de como se le vea",,most,yes,nocollege,both8,mostlive,spaneng,native,Chrome,Windows,768,1366,2.1900166666666667,124,
0,none,with,dinosaurios,two,every,0.28,3,one_slider,Español,1,23,Female,1,"Lo que dice el elefanta no es correcto, pero tampoco es totalmente errado, uno de los dos dinosaurios comió insecto, y el otro no, entonces la respuesta debió ser, uno de ellos comió insectos!",SpanSpan,most,yes,onesem,both8,mostlive,span,native,Firefox,Windows,864,1536,3.710383333333333,125,Yes
0,none,without,ranas,two,numeral,0.0,3,one_slider,Español,1,18,Male,4,No tengo ningún comentario que aportar,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,3.3085833333333334,126,Yes
0,none,with,dinosaurios,two,numeral,0.11,3,one_slider,Español,1,25,Male,4,,SpanSpan,small,yes,nocollege,under8,mostlive,span,native,Chrome,Windows,768,1360,2.0462666666666665,127,Yes
0,none,with,leones,two,numeral,0.03,3,one_slider,Español,2,31,Female,4,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,2.9022833333333335,128,Yes
0,none,with,ranas,two,numeral,0.87,3,one_slider,Español,2,22,Male,0,,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,3.8506666666666667,129,Yes
0,none,without,dinosaurios,two,numeral,0.07,3,one_slider,ESPANOL,2,34,Female,4,,SpanEng,none,noclasses,nocollege,over8,mostlive,span,native,Chrome,Windows,768,1366,2.0958833333333335,130,Yes
0,none,with,leones,four,every,0.84,3,one_slider,Español,2,24,Other,2,"Conteste considerando la logica proposicional. Sin embargo, ya que no fue explicitamente requerida, tambien lo considere desde un punto mas comun. Fue interesante.",SpanSpan,most,noclasses,nocollege,both8,mostlive,spaneng,native,Chrome,Windows,1080,1920,5.607866666666666,131,Yes
0,none,with,leones,two,every,0.87,3,one_slider,Spanish,1,37,Female,3,None,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Linux,760,360,2.3576333333333332,132,Yes
0,none,without,ranas,four,numeral,0.86,3,one_slider,español,1,23,Male,2,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,720,1280,3.5494666666666665,133,Yes
0,none,without,leones,two,every,0.0,3,one_slider,Español,2,21,Male,3,,SpanSpan,,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,4.120133333333333,134,Yes
0,none,without,leones,four,every,0.01,3,one_slider,Español,2,27,Male,4,Muy buen estudio,SpanSpan,small,no,nocollege,under8,mostlive,span,native,Chrome,Linux,760,360,5.822283333333333,135,Yes
0,none,with,ranas,two,numeral,0.01,3,one_slider,Español,1,26,Male,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,spaneng,native,Chrome,Linux,699,393,1.97155,136,Yes
0,none,without,dinosaurios,two,every,0.0,3,one_slider,Español,1,22,Male,1,Entendí que uno de los dinosaurios comio un insecto.,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.4957166666666666,137,Yes
0,none,without,leones,two,every,0.56,3,one_slider,Español,1,34,Male,1,El contexto fue original y todo pareció funcionar correctamente.,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Firefox,Windows,1080,1920,6.7504333333333335,138,Yes
0,none,without,leones,four,numeral,0.97,3,one_slider,Español,0,34,Male,4,,SpanSpan,none,noclasses,nocollege,under8,mostlive,span,native,Safari,iPhone/iPod,667,375,6.1247,139,Yes
0,none,with,leones,two,every,0.0,3,one_slider,Español,2,23,Female,4,,SpanSpan,most,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,4.28235,140,Yes
0,none,without,leones,four,every,0.39,3,one_slider,español e ingles,1,18,,3,"Respondí lo que respondí porque ""no todos los leones compraron una galleta"" infiere que algunos leones sí lo hicieron (aún así creo que puede ser interpretado como si ningún león haya comprado galletyas)",SpanEng,most,yes,nocollege,both8,mostlive,spaneng,native,Chrome,Mac,900,1440,3.5136333333333334,141,
0,none,without,leones,four,every,0.0,3,one_slider,Español,1,38,Male,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,5.055533333333333,142,Yes
0,none,without,mariposas,four,every,0.0,3,one_slider,Spanish,1,39,Male,4,,SpanSpan,most,yes,nocollege,under8,mostlive,span,native,Chrome,Mac,960,1280,9.215716666666667,143,Confused
0,none,with,dinosaurios,two,numeral,0.0,3,one_slider,Español,1,39,Female,2,"El elefante es malo respondiendo, pero el tiburón no se queda atrás con la forma de plantear la pregunta.",SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,4.2324,144,Yes
0,none,without,ranas,four,every,1.0,3,one_slider,Español,2,23,Male,3,,SpanSpan,mid,yes,midsem,both8,mostlive,span,native,Firefox,Windows,900,1440,2.82825,145,Yes
0,none,with,dinosaurios,four,every,0.85,3,one_slider,español,2,23,Female,4,,SpanSpan,most,yes,nocollege,under8,mostlive,span,native,Safari,Mac,1440,2560,3.494083333333333,146,Yes
0,none,without,dinosaurios,two,numeral,1.0,3,one_slider,Español,2,23,Male,4,"El elefante estaba en lo cierto, pero con esa respuesta confunde donde clasificar el libro",SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,3.8231333333333333,147,Yes
0,none,with,leones,two,every,0.21,3,one_slider,español,0,29,Male,3,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,3.22125,148,Yes
0,none,without,leones,four,numeral,1.0,3,one_slider,Español,1,22,Male,2,Me gustaria conocer la finalidad del estudio.,SpanSpan,most,yes,mostsem,both8,mostlive,span,native,Firefox,Linux,720,1280,6.004016666666667,149,Yes
0,none,without,leones,four,every,0.83,3,one_slider,Español,2,38,Female,1,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,2.4103333333333334,150,Yes
0,none,with,ranas,four,every,0.27,3,one_slider,,-1,,,-1,,,,,,,,,,Chrome,Windows,768,1366,3.97455,151,
0,none,with,dinosaurios,four,numeral,1.0,3,one_slider,español,2,35,Male,3,Me encantan este tipo de encuestas,SpanSpan,none,noclasses,nocollege,,mostlive,span,advanced,Chrome,Windows,864,1536,3.5216666666666665,152,Yes
0,none,without,mariposas,four,every,1.0,3,one_slider,Español,2,35,Female,3,"Es muy creativo pero la interfaz no funcionó muy bien al final.
",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.8707833333333332,153,Yes
0,none,with,leones,two,numeral,0.1,3,one_slider,Español,2,29,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,620,1102,4.104283333333333,154,Yes
0,none,with,ranas,four,numeral,0.74,3,one_slider,español,1,27,Female,1,He notado que el cuento y las preguntas están escritos por un hablante de español sudamericano y hay cosas que se expresan de manera diferente a mi español. Mi lengua materna es el español de España.,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,8.672683333333334,155,Yes
0,none,without,ranas,four,every,0.0,3,one_slider,Español,1,21,Male,2,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,1.5496,156,No
0,none,with,mariposas,two,numeral,0.99,3,one_slider,Español,1,22,Female,3,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,1.9339333333333333,157,Yes
0,none,with,mariposas,two,every,0.0,3,one_slider,Español,1,26,Female,3,,SpanSpan,small,yes,onesem,neverlived,neverlived,span,int,Chrome,Windows,1080,1920,3.1206833333333335,158,Confused
0,none,with,mariposas,two,numeral,1.0,3,one_slider,espanol,1,28,Male,4,n/a,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,4.171666666666667,159,Yes
0,none,without,mariposas,four,every,0.0,3,one_slider,español,1,27,Female,3,,SpanSpan,most,yes,mostsem,both8,mostlive,span,native,Chrome,Windows,864,1536,1.7312,160,Yes
0,none,without,dinosaurios,four,every,0.02,3,one_slider,Español,2,23,Male,3,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Firefox,Linux,752,360,3.5743833333333335,161,Yes
0,none,with,mariposas,two,numeral,0.0,3,one_slider,español,1,27,Male,3,"estan graciosos los muñecos del delfin y elefante
pero mas del delfin
me dio mucha risa la tarea",SpanSpan,most,yes,nocollege,over8,mostlive,span,native,Chrome,Windows,1080,1920,3.6745666666666668,162,Yes
0,none,with,dinosaurios,four,numeral,0.81,3,one_slider,Español,1,26,Male,3,,SpanSpan,most,no,nocollege,both8,mostlive,span,native,Chrome,Linux,830,393,4.288466666666666,163,Yes
0,none,with,mariposas,four,numeral,1.0,3,one_slider,Español,1,28,Male,3,No tengo ningun comentario constructivo,SpanSpan,none,no,nocollege,under8,mostlive,spaneng,native,Chrome,Windows,1080,1920,3.9801,164,Yes
0,none,without,dinosaurios,two,numeral,0.0,3,one_slider,"Español, English",1,25,Male,2,,SpanSpan,most,yes,nocollege,both8,mostlive,spaneng,native,Firefox,Windows,1080,1920,2.447033333333333,165,Yes
0,none,without,dinosaurios,four,every,1.0,3,one_slider,Español,2,26,Male,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.831733333333333,166,Yes
0,none,with,ranas,four,numeral,1.0,3,one_slider,Español,1,26,Male,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Firefox,Windows,1080,1920,3.0376,167,Yes
0,none,without,ranas,two,numeral,0.73,3,one_slider,Español,2,21,Female,3,,SpanSpan,small,yes,nocollege,under8,mostlive,span,native,Safari,iPhone/iPod,667,375,2.9038666666666666,168,Yes
0,none,without,dinosaurios,two,numeral,0.0,3,one_slider,Español,1,25,Male,3,,SpanSpan,most,yes,onesem,both8,mostlive,spaneng,native,Chrome,Windows,800,1280,1.60495,169,Yes
0,none,without,dinosaurios,two,numeral,0.0,3,one_slider,Español,2,37,Male,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,5.52935,170,Yes
0,none,without,ranas,two,numeral,0.02,3,one_slider,Español,2,56,Male,4,,SpanSpan,most,noclasses,nocollege,neverlived,neverlived,span,native,Chrome,Windows,768,1366,2.81425,171,Yes
0,none,with,leones,four,numeral,0.86,3,one_slider,Español,1,20,Female,2,,SpanSpan,most,no,nocollege,both8,mostlive,spaneng,native,Chrome,Windows,864,1536,4.728283333333334,172,Yes
0,none,without,leones,two,numeral,0.0,3,one_slider,Español,1,41,Female,4,,SpanSpan,most,yes,mostsem,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.2844333333333333,173,Yes
0,none,without,mariposas,two,every,0.27,3,one_slider,Español,1,39,Male,3,Es necesario mejorar la traducción para que se sienta más natural,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Mac,1440,2560,3.0612666666666666,174,Yes
0,none,without,dinosaurios,four,every,0.18,3,one_slider,español,1,19,Female,1,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1600,2.3299333333333334,175,Yes
0,none,without,mariposas,four,numeral,0.89,3,one_slider,Español,1,28,Male,1,"Creo que lo hice bien, pero no se porque creo que hubo una pilleria o un truco xD",SpanSpan,most,no,onesem,both8,mostlive,span,native,Chrome,Linux,1080,1920,3.5233833333333333,176,Yes
0,none,with,ranas,four,numeral,1.0,3,one_slider,Castellano,2,32,Male,4,,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,,Chrome,Linux,720,360,3.9233833333333332,177,Yes
0,none,without,dinosaurios,four,numeral,0.98,3,one_slider,Español,1,36,Female,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,869,412,4.09875,178,Yes
0,none,with,ranas,two,every,0.26,3,one_slider,español,1,19,Female,1,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1600,0.23286666666666667,179,Yes
0,none,without,dinosaurios,two,every,0.96,3,one_slider,Español,1,22,Male,4,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.784283333333333,180,Yes
0,none,with,ranas,two,every,0.24,3,one_slider,Español,2,20,Male,3,Creo que solo saltó una y la otra no. Muchas gracias,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Firefox,Windows,864,1536,2.7988166666666667,181,No
0,none,with,mariposas,four,numeral,1.0,3,one_slider,Español,1,23,Female,3,"No tengo comentarios, se entiende bien",SpanSpan,most,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.1747833333333335,182,Yes
0,none,with,mariposas,two,numeral,0.1,3,one_slider,Español,1,21,Male,2,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,780,360,2.8443833333333335,183,Yes
0,none,without,leones,two,numeral,0.98,3,one_slider,Español ,1,71,Female,3,,SpanSpan,most,yes,nocollege,under8,mostlive,spaneng,native,Chrome,Linux,640,360,7.263016666666666,184,Confused
0,none,with,dinosaurios,four,numeral,0.99,3,one_slider,Español,1,28,Female,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,2.6685,185,Yes
0,none,without,mariposas,two,numeral,0.5,3,one_slider,español,1,29,Male,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,720,1280,4.491066666666667,186,Yes
0,none,without,mariposas,four,every,0.98,3,one_slider,Español,1,33,Male,4,,SpanSpan,most,yes,mostsem,both8,mostlive,span,native,Chrome,Windows,720,1280,3.1222666666666665,187,Yes
0,none,with,dinosaurios,four,every,0.09,3,one_slider,Español,1,21,Male,1,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.4147833333333333,188,Yes
0,none,without,ranas,two,every,0.97,3,one_slider,Español,1,24,Male,3,"Es muy agradable responder estos retos, lo digo como hispanohablante nativo y estoy seguro que esto supondrá un reto para alguien que aprendió español como segunda lengua.",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1600,6.8216833333333335,189,Yes
0,none,with,ranas,four,numeral,0.91,3,one_slider,Español,1,21,Female,4,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,667,375,2.2467,190,Yes
0,none,with,mariposas,two,numeral,0.98,3,one_slider,Español ,1,19,Female,1,Interesante siento que aun cuando español es mi lengua materna hubo un poco de confusión con la redacción y creo que debería de practicar un poco más la redacción de textos. Me interesaría seguir Los resultados  de este estudio ,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Safari,an unknown OS,1024,768,5.23895,191,Yes
0,none,with,dinosaurios,four,every,0.0,3,one_slider,Español,1,29,Male,4,Me parece interesante. Leí las instrucciones y creo que hice el HIT correctamente.,SpanSpan,most,yes,midsem,both8,mostlive,span,native,Chrome,Windows,1080,1920,7.796516666666666,192,Yes
0,none,without,dinosaurios,two,numeral,0.11,3,one_slider,Español,2,19,Male,1,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,7.2034,193,Yes
0,none,with,dinosaurios,two,every,0.0,3,one_slider,Español,-1,22,Male,3,,,,,,,,,,Chrome,Windows,768,1366,1.18355,194,Yes
0,none,without,leones,two,numeral,0.97,3,one_slider,Español,1,21,Female,3,,SpanSpan,most,yes,midsem,both8,mostlive,span,native,Chrome,Windows,768,1366,3.75745,195,Yes
0,none,with,dinosaurios,two,every,0.0,3,one_slider,,2,,,-1,,,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,1.86445,196,
0,none,with,leones,two,every,0.0,3,one_slider,Español,2,30,Female,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,11.6249,197,Yes
0,none,with,leones,two,numeral,0.19,3,one_slider,,1,,,-1,"excelente estudio,me agradan los estudios en español.",,mid,yes,mostsem,both8,mostlive,spaneng,native,Firefox,Windows,768,1366,3.4531666666666667,198,
0,none,without,ranas,four,every,1.0,3,one_slider,Español,1,21,Female,2,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,2.0899,199,Yes
0,none,without,leones,two,numeral,0.94,3,one_slider,Español ,2,20,Female,1,Ha sido muy interesante,SpanSpan,most,yes,onesem,both8,mostlive,span,native,Safari,iPhone/iPod,736,414,3.32165,200,Yes
0,none,without,dinosaurios,two,numeral,0.0,3,one_slider,español,2,22,Male,4,Interesante experimento y bastante capcioso,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1360,10.038033333333333,201,Confused
0,none,with,dinosaurios,four,every,0.0,3,one_slider,Español,1,28,Male,3,Usar botones en vez de la barra seria mas fácil.,SpanSpan,most,yes,onesem,both8,mostlive,span,native,Chrome,Windows,1080,1920,4.2755833333333335,202,Yes
0,none,without,mariposas,two,numeral,0.04,3,one_slider,Castellano,0,45,Female,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,4.42185,203,Yes
0,none,without,leones,four,numeral,0.66,3,one_slider,Español,2,43,Female,4,El cuento para mí tenía dos interpretaciones porque la galleta podían comprarla dos leones entre los dos así que compraron los dos juntos una galleta o compraron cada uno media galleta porque se la repartieron entre los dos. Decidí que los dos fueron juntos y compraron una galleta. ,SpanSpan,none,noclasses,nocollege,both8,mostlive,spaneng,native,Chrome,Mac,900,1440,7.7456,204,Yes
0,none,without,leones,four,every,0.99,3,one_slider,Español,1,27,Female,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Safari,Mac,800,1280,1.8616,205,Yes
0,none,without,leones,two,numeral,1.0,3,one_slider,Español,2,32,Male,1,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Firefox,Windows,1080,1920,2.254583333333333,206,Yes
0,none,without,dinosaurios,two,numeral,0.0,3,one_slider,Spanish/Español,2,30,Male,3,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,3.519433333333333,207,Yes
0,none,without,leones,four,numeral,0.97,3,one_slider,español,2,53,Female,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,720,1280,3.4968666666666666,208,Yes
0,none,without,mariposas,two,every,0.0,3,one_slider,Español,1,21,Male,1,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Firefox,Windows,768,1366,4.082766666666667,209,Yes
0,none,with,ranas,four,every,0.61,3,one_slider,Español,1,27,Male,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,1.8142833333333332,210,Yes
0,none,with,leones,two,numeral,0.05,3,one_slider,Español,2,22,Male,3,"Me pareció interesante porque uno no siempre entiende los textos, en Chile, que es donde vivo, tenemos un gran problema con esto... Espero haber respondido bien :) ",SpanSpan,mid,yes,onesem,both8,mostlive,span,native,Chrome,Linux,720,360,5.165916666666667,211,Yes
0,none,with,dinosaurios,four,numeral,0.91,3,one_slider,español,1,33,Female,3,,SpanSpan,mid,noclasses,nocollege,both8,mostlive,span,native,Chrome,Mac,800,1280,2.444933333333333,212,Yes
0,none,with,mariposas,two,every,0.0,3,one_slider,español,1,29,Male,3,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.62755,213,Yes
0,none,with,dinosaurios,four,numeral,0.75,3,one_slider,Castellano,1,25,Female,4,,SpanSpan,most,yes,onesem,both8,mostlive,span,native,Chrome,Windows,768,1366,4.868233333333333,214,Yes
0,none,with,mariposas,two,numeral,1.0,3,one_slider,español,1,24,Male,2,,SpanSpan,most,no,nocollege,both8,mostlive,span,native,Firefox,Windows,900,1600,2.3678666666666666,215,Yes
0,none,without,mariposas,four,every,0.99,3,one_slider,español,2,29,Female,1,No tengo ningún comentario que hacer.,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,720,1280,5.170683333333334,216,Yes
0,none,without,mariposas,two,numeral,0.6,3,one_slider,español,2,37,Female,4,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Safari,Mac,1152,2048,2.139883333333333,217,Yes
0,none,without,dinosaurios,four,numeral,0.48,3,one_slider,español,1,29,Male,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,720,1280,3.36715,218,Yes
0,none,with,dinosaurios,two,every,0.02,3,one_slider,Español,1,25,Female,3,,SpanSpan,mid,no,nocollege,both8,mostlive,span,native,Chrome,Linux,869,412,2.3973333333333335,219,Yes
0,none,without,ranas,four,every,0.0,3,one_slider,Español,1,23,Female,3,"La respuesta a la pregunta relacionada el tiburón y el elefante siento que solo debería tener tener dos alternativas, sí y no.",SpanSpan,most,noclasses,nocollege,both8,mostlive,spaneng,native,Chrome,Windows,768,1366,7.684033333333334,220,Yes
0,none,with,leones,two,every,1.0,3,one_slider,Español,1,35,Male,4,"Es un poco confuso porque no se habla así. Lo tomé desde el punto de vista lógico: Todos los elefantes compraron una galleta, como que cada uno de ellos compra una, y eso no sucedió.",SpanEng,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,768,1366,4.655083333333334,221,Confused
0,none,with,leones,two,every,1.0,3,one_slider,Español,2,22,Male,4,"A sido entretenido la verdad, facil de pensar y divertido a la vez.",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.26345,222,Yes
0,none,with,ranas,four,every,1.0,3,one_slider,español,1,23,Male,2,Es un poco confuso y nosé si tomé la respuesta correcta,SpanSpan,small,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.5967,223,Confused
0,none,with,ranas,two,every,0.99,3,one_slider,Inglés,2,22,Male,2,"cambiar ""colegio"" por ""universidad"" en la selección de nivel de educación",L2,most,yes,nocollege,over8,midlive,spaneng,near native,Chrome,Mac,800,1280,3.0631333333333335,224,Yes
0,none,with,ranas,two,numeral,0.0,3,one_slider,Español,1,19,Male,2,,SpanSpan,mid,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,2.86565,225,Yes
0,none,with,leones,four,numeral,0.99,3,one_slider,Español,2,26,Male,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,1.59965,226,Yes
0,none,without,leones,two,numeral,0.0,3,one_slider,Español,2,39,Female,4,"El experimento es muy interesante y entretenido, realmente te hace pensar y leer varias veces.",SpanSpan,most,yes,midsem,both8,mostlive,span,native,Firefox,Windows,900,1600,4.28215,227,Yes
0,none,with,mariposas,two,every,0.16,3,one_slider,Español,1,24,Female,4,,SpanSpan,none,yes,nocollege,over8,mostlive,span,native,Chrome,Mac,900,1440,2.27835,228,No
0,none,without,mariposas,four,numeral,1.0,3,one_slider,espanol,1,37,Female,3,excelente me gusto,SpanSpan,none,no,nocollege,over8,mostlive,span,native,Chrome,Windows,768,1366,6.032216666666667,229,Yes
0,none,without,leones,two,every,1.0,3,one_slider,Español,2,19,Male,4,,SpanSpan,most,yes,mostsem,both8,mostlive,span,native,Chrome,Windows,1080,1920,1.6283166666666666,230,Yes
0,none,with,ranas,four,every,0.88,3,one_slider,Español,2,21,Male,1,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,2.3389333333333333,231,Yes
0,none,with,ranas,four,numeral,1.0,3,one_slider,español,1,28,Male,4,Es la primera prueba de este tipo que tomo y fue interesante,SpanSpan,most,no,nocollege,both8,mostlive,spaneng,native,Chrome,Windows,904,1607,3.4712833333333335,232,Yes
0,none,without,dinosaurios,two,numeral,0.0,3,one_slider,español,2,25,Male,3,las instrucciones son claras,SpanSpan,mid,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,4.417333333333334,233,Yes
0,none,without,ranas,two,numeral,0.0,3,one_slider,Español,1,31,Male,4,,SpanEng,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Mac,900,1440,3.13185,234,Yes
0,none,without,ranas,two,numeral,0.0,3,one_slider,Español,1,22,Male,2,,SpanSpan,most,yes,nocollege,over8,mostlive,span,native,Chrome,Windows,1080,1920,2.0096166666666666,235,Yes
0,none,with,ranas,four,numeral,1.0,3,one_slider,español,1,27,Male,3,Valoro cuando las preguntas se redactan de manera correcta.,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.3918166666666667,236,Yes
0,none,without,leones,two,every,0.02,3,one_slider,español,2,26,Female,3,me agrado mucho los animales utilizados,SpanSpan,most,yes,midsem,both8,mostlive,span,native,Chrome,Windows,615,1093,4.0103333333333335,237,Yes
0,none,without,mariposas,two,numeral,0.11,3,one_slider,español,2,26,Male,1,Excelente encuesta y entretenida ,SpanSpan,mid,yes,midsem,both8,mostlive,span,near native,Chrome,Windows,768,1366,4.600266666666666,238,Yes
0,none,with,mariposas,two,every,0.99,3,one_slider,español,2,26,Male,2,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.024016666666667,239,Yes
0,none,without,mariposas,four,numeral,0.99,3,one_slider,Español,2,22,Female,2,,SpanSpan,mid,yes,nocollege,both8,mostlive,spaneng,native,Chrome,Windows,768,1366,5.043566666666667,240,Yes
